city,timestamp,temperature,season
New York,2010-01-01,1.361394718033634,winter
New York,2010-01-02,-2.7530826386227307,winter
New York,2010-01-03,3.665386990267578,winter
New York,2010-01-04,1.4427957106631126,winter
New York,2010-01-05,2.9661258437692157,winter
New York,2010-01-06,-6.769624177518828,winter
New York,2010-01-07,-13.248543654392373,winter
New York,2010-01-08,-0.5132951626815594,winter
New York,2010-01-09,-2.807158621416919,winter
New York,2010-01-10,-3.5437455618926768,winter
New York,2010-01-11,-0.473371838889185,winter
New York,2010-01-12,1.131883324536485,winter
New York,2010-01-13,-4.017602509735637,winter
New York,2010-01-14,-5.11118439878604,winter
New York,2010-01-15,-3.77799571724382,winter
New York,2010-01-16,7.062215952580901,winter
New York,2010-01-17,8.142722049739879,winter
New York,2010-01-18,-0.1645753624082666,winter
New York,2010-01-19,3.7455379948272842,winter
New York,2010-01-20,-6.570855070189348,winter
New York,2010-01-21,1.1934270850108972,winter
New York,2010-01-22,-4.660428636211328,winter
New York,2010-01-23,0.857311452781261,winter
New York,2010-01-24,-0.6257834257424882,winter
New York,2010-01-25,4.370354689184711,winter
New York,2010-01-26,-4.579767957988387,winter
New York,2010-01-27,-4.431183950504557,winter
New York,2010-01-28,-1.2213581560129896,winter
New York,2010-01-29,-4.1378745728128505,winter
New York,2010-01-30,1.9936060394797783,winter
New York,2010-01-31,3.826805589580279,winter
New York,2010-02-01,5.534474959900836,winter
New York,2010-02-02,4.210757144834918,winter
New York,2010-02-03,-7.526132248272031,winter
New York,2010-02-04,4.737963268256169,winter
New York,2010-02-05,-6.327564722406638,winter
New York,2010-02-06,0.7707804153898217,winter
New York,2010-02-07,-4.803527970382958,winter
New York,2010-02-08,-5.30537116446157,winter
New York,2010-02-09,-2.8768329872390863,winter
New York,2010-02-10,6.1913265113406455,winter
New York,2010-02-11,2.56964573783311,winter
New York,2010-02-12,-1.4761982850757764,winter
New York,2010-02-13,7.174589587094094,winter
New York,2010-02-14,-0.4488346714346535,winter
New York,2010-02-15,-0.11777281325590194,winter
New York,2010-02-16,2.557440080274147,winter
New York,2010-02-17,4.980411931341685,winter
New York,2010-02-18,8.32805333444063,winter
New York,2010-02-19,-0.5270046091215126,winter
New York,2010-02-20,3.0085518030789253,winter
New York,2010-02-21,1.3176547876974714,winter
New York,2010-02-22,1.3723497151724837,winter
New York,2010-02-23,-6.667347255615188,winter
New York,2010-02-24,7.131286896670731,winter
New York,2010-02-25,-1.9259534175438051,winter
New York,2010-02-26,-7.494813080166117,winter
New York,2010-02-27,3.002597053160927,winter
New York,2010-02-28,-3.1589132903066677,winter
New York,2010-03-01,6.752602344401111,spring
New York,2010-03-02,14.26451156206298,spring
New York,2010-03-03,14.373498879443616,spring
New York,2010-03-04,9.520971332937128,spring
New York,2010-03-05,9.917303135017095,spring
New York,2010-03-06,-2.5299011314476427,spring
New York,2010-03-07,7.261267251456227,spring
New York,2010-03-08,6.797590687445138,spring
New York,2010-03-09,10.967062624735101,spring
New York,2010-03-10,0.7768770192412084,spring
New York,2010-03-11,9.001585758410913,spring
New York,2010-03-12,6.614444034342019,spring
New York,2010-03-13,8.597424757900813,spring
New York,2010-03-14,-3.833334384196963,spring
New York,2010-03-15,14.38702652528433,spring
New York,2010-03-16,5.618776020358059,spring
New York,2010-03-17,19.56098794754871,spring
New York,2010-03-18,9.750668899197453,spring
New York,2010-03-19,12.679174267744338,spring
New York,2010-03-20,6.393913240215435,spring
New York,2010-03-21,11.341114168573522,spring
New York,2010-03-22,14.528002783175467,spring
New York,2010-03-23,14.021805589018648,spring
New York,2010-03-24,12.092953758470333,spring
New York,2010-03-25,15.522197510036607,spring
New York,2010-03-26,2.6594480984969824,spring
New York,2010-03-27,5.754651282061756,spring
New York,2010-03-28,1.231753287446228,spring
New York,2010-03-29,1.493716144742173,spring
New York,2010-03-30,15.245155007113201,spring
New York,2010-03-31,10.132953284190789,spring
New York,2010-04-01,16.355550232559793,spring
New York,2010-04-02,13.579345504496189,spring
New York,2010-04-03,14.218825522943902,spring
New York,2010-04-04,14.831488581808141,spring
New York,2010-04-05,6.24562919913738,spring
New York,2010-04-06,-0.1885770649535914,spring
New York,2010-04-07,0.4887994332176149,spring
New York,2010-04-08,7.256830510653844,spring
New York,2010-04-09,19.319455329589594,spring
New York,2010-04-10,5.66096982807508,spring
New York,2010-04-11,15.267629164358349,spring
New York,2010-04-12,6.691589450981619,spring
New York,2010-04-13,14.569278572405661,spring
New York,2010-04-14,6.136007461566825,spring
New York,2010-04-15,8.121491085012241,spring
New York,2010-04-16,19.052993098468868,spring
New York,2010-04-17,7.665586881627347,spring
New York,2010-04-18,7.842195963740052,spring
New York,2010-04-19,21.507172573186367,spring
New York,2010-04-20,6.970572667391107,spring
New York,2010-04-21,8.93325826496721,spring
New York,2010-04-22,2.5728604981067393,spring
New York,2010-04-23,10.760575261621781,spring
New York,2010-04-24,11.268170530129842,spring
New York,2010-04-25,8.923970968504834,spring
New York,2010-04-26,7.496520295496316,spring
New York,2010-04-27,12.423581071640806,spring
New York,2010-04-28,4.288999926476954,spring
New York,2010-04-29,16.204237551347962,spring
New York,2010-04-30,11.176905481871092,spring
New York,2010-05-01,14.274473311829928,spring
New York,2010-05-02,10.447615878525628,spring
New York,2010-05-03,16.327625110096626,spring
New York,2010-05-04,3.647152231886917,spring
New York,2010-05-05,8.044798234801679,spring
New York,2010-05-06,0.907238817382801,spring
New York,2010-05-07,12.778510243745881,spring
New York,2010-05-08,1.8036158478360402,spring
New York,2010-05-09,19.697047216447565,spring
New York,2010-05-10,9.689251967307799,spring
New York,2010-05-11,14.60872010097676,spring
New York,2010-05-12,9.606674570258606,spring
New York,2010-05-13,8.902744609646213,spring
New York,2010-05-14,7.835322621189038,spring
New York,2010-05-15,-1.6712963588736685,spring
New York,2010-05-16,12.055360238496927,spring
New York,2010-05-17,21.75597121833104,spring
New York,2010-05-18,7.0528098720009025,spring
New York,2010-05-19,13.324984476035533,spring
New York,2010-05-20,0.5792579367255044,spring
New York,2010-05-21,5.369252546407258,spring
New York,2010-05-22,5.287200032256464,spring
New York,2010-05-23,-0.7407100636423625,spring
New York,2010-05-24,9.164430021729325,spring
New York,2010-05-25,5.0144352719851,spring
New York,2010-05-26,11.936134818452324,spring
New York,2010-05-27,14.707821454014308,spring
New York,2010-05-28,9.740684561859037,spring
New York,2010-05-29,9.219795895198466,spring
New York,2010-05-30,9.50714124843578,spring
New York,2010-05-31,-3.3445732454759263,spring
New York,2010-06-01,25.348515275203827,summer
New York,2010-06-02,22.603131014084543,summer
New York,2010-06-03,29.224445538361508,summer
New York,2010-06-04,28.14640025314413,summer
New York,2010-06-05,24.780123495959383,summer
New York,2010-06-06,31.910662655843424,summer
New York,2010-06-07,23.98580060906024,summer
New York,2010-06-08,28.48494729951251,summer
New York,2010-06-09,23.61103284146276,summer
New York,2010-06-10,29.72988493323559,summer
New York,2010-06-11,20.142166016275063,summer
New York,2010-06-12,28.306548814064328,summer
New York,2010-06-13,33.2327433560605,summer
New York,2010-06-14,25.166336237586364,summer
New York,2010-06-15,19.23529980936879,summer
New York,2010-06-16,24.633923530678857,summer
New York,2010-06-17,17.661741074621116,summer
New York,2010-06-18,13.787048348357743,summer
New York,2010-06-19,14.868044031048457,summer
New York,2010-06-20,36.38474245878877,summer
New York,2010-06-21,19.695304946822088,summer
New York,2010-06-22,25.397107112660468,summer
New York,2010-06-23,25.338764307612433,summer
New York,2010-06-24,22.96840297486697,summer
New York,2010-06-25,30.745881419525006,summer
New York,2010-06-26,37.8936805486676,summer
New York,2010-06-27,21.718873487202885,summer
New York,2010-06-28,34.323982385182816,summer
New York,2010-06-29,19.55274242950307,summer
New York,2010-06-30,30.26441048637196,summer
New York,2010-07-01,28.710391493760888,summer
New York,2010-07-02,28.00742923311919,summer
New York,2010-07-03,31.369520153891884,summer
New York,2010-07-04,15.830497569525292,summer
New York,2010-07-05,31.058848512643554,summer
New York,2010-07-06,24.569870549422866,summer
New York,2010-07-07,25.892503777921522,summer
New York,2010-07-08,25.61273382079278,summer
New York,2010-07-09,25.586225369038107,summer
New York,2010-07-10,28.933654111540154,summer
New York,2010-07-11,25.706604352730267,summer
New York,2010-07-12,33.80363401320632,summer
New York,2010-07-13,18.931983371379893,summer
New York,2010-07-14,29.692925501750576,summer
New York,2010-07-15,23.874242742317026,summer
New York,2010-07-16,22.38573814137486,summer
New York,2010-07-17,27.23712637376606,summer
New York,2010-07-18,29.007301497642253,summer
New York,2010-07-19,21.717617887608856,summer
New York,2010-07-20,22.18978894361776,summer
New York,2010-07-21,30.821107219252767,summer
New York,2010-07-22,17.40377744987234,summer
New York,2010-07-23,21.11686846325,summer
New York,2010-07-24,31.38026430742278,summer
New York,2010-07-25,32.81413517657168,summer
New York,2010-07-26,24.861414648718704,summer
New York,2010-07-27,20.109903008929507,summer
New York,2010-07-28,24.867556219747613,summer
New York,2010-07-29,27.19010471412111,summer
New York,2010-07-30,38.15272715898458,summer
New York,2010-07-31,25.915788721602127,summer
New York,2010-08-01,33.17660828844558,summer
New York,2010-08-02,33.93970860976391,summer
New York,2010-08-03,16.117533837726302,summer
New York,2010-08-04,22.514146742210517,summer
New York,2010-08-05,26.956428670841966,summer
New York,2010-08-06,29.309369585240994,summer
New York,2010-08-07,29.62411525574396,summer
New York,2010-08-08,28.843794603252086,summer
New York,2010-08-09,20.195718991967198,summer
New York,2010-08-10,20.499846241197574,summer
New York,2010-08-11,23.27546792070232,summer
New York,2010-08-12,23.73699966822656,summer
New York,2010-08-13,32.0604743438713,summer
New York,2010-08-14,25.36033650741518,summer
New York,2010-08-15,30.305038331977464,summer
New York,2010-08-16,33.26003592522165,summer
New York,2010-08-17,31.006423625375554,summer
New York,2010-08-18,24.7890263378773,summer
New York,2010-08-19,21.969536502235837,summer
New York,2010-08-20,27.494396200085394,summer
New York,2010-08-21,20.242680800629532,summer
New York,2010-08-22,20.768232844435914,summer
New York,2010-08-23,25.723949912577392,summer
New York,2010-08-24,33.91534751003498,summer
New York,2010-08-25,22.458616515505085,summer
New York,2010-08-26,18.37858727560313,summer
New York,2010-08-27,23.4276558002573,summer
New York,2010-08-28,18.910369908047258,summer
New York,2010-08-29,19.93810407123062,summer
New York,2010-08-30,31.137976385203523,summer
New York,2010-08-31,16.100836033885336,summer
New York,2010-09-01,9.700742650405283,autumn
New York,2010-09-02,9.9959285270271,autumn
New York,2010-09-03,14.786545517031989,autumn
New York,2010-09-04,10.233654721048392,autumn
New York,2010-09-05,18.381132358855105,autumn
New York,2010-09-06,8.258785345679344,autumn
New York,2010-09-07,15.943856339356458,autumn
New York,2010-09-08,11.202401189674209,autumn
New York,2010-09-09,15.507918575348299,autumn
New York,2010-09-10,17.258725425794992,autumn
New York,2010-09-11,10.02666803802585,autumn
New York,2010-09-12,15.205125224824801,autumn
New York,2010-09-13,15.640910519512742,autumn
New York,2010-09-14,14.959229656434124,autumn
New York,2010-09-15,15.067473361987153,autumn
New York,2010-09-16,23.264941419631135,autumn
New York,2010-09-17,23.18188935323247,autumn
New York,2010-09-18,11.78806662356192,autumn
New York,2010-09-19,11.464502715168797,autumn
New York,2010-09-20,23.791154933208873,autumn
New York,2010-09-21,11.785246078415,autumn
New York,2010-09-22,10.647754612821373,autumn
New York,2010-09-23,18.712506181506505,autumn
New York,2010-09-24,5.3913703239260755,autumn
New York,2010-09-25,15.36947706042381,autumn
New York,2010-09-26,16.31214880244804,autumn
New York,2010-09-27,17.261167067273814,autumn
New York,2010-09-28,12.517873242313325,autumn
New York,2010-09-29,17.27294280410605,autumn
New York,2010-09-30,15.627787906498252,autumn
New York,2010-10-01,13.808794621067353,autumn
New York,2010-10-02,16.618910982282816,autumn
New York,2010-10-03,6.905572940936713,autumn
New York,2010-10-04,18.522662882845147,autumn
New York,2010-10-05,15.41197337235485,autumn
New York,2010-10-06,19.123735139585765,autumn
New York,2010-10-07,17.071626937615022,autumn
New York,2010-10-08,13.072879845206765,autumn
New York,2010-10-09,22.26506960237625,autumn
New York,2010-10-10,4.339340084019788,autumn
New York,2010-10-11,15.3174082961974,autumn
New York,2010-10-12,19.968395752089577,autumn
New York,2010-10-13,14.887553095349539,autumn
New York,2010-10-14,7.813401293814399,autumn
New York,2010-10-15,11.940733147635907,autumn
New York,2010-10-16,24.403847976081593,autumn
New York,2010-10-17,20.34305587113495,autumn
New York,2010-10-18,18.20517729451535,autumn
New York,2010-10-19,18.582120986679353,autumn
New York,2010-10-20,9.75559444562132,autumn
New York,2010-10-21,17.68101289537317,autumn
New York,2010-10-22,12.810683243800623,autumn
New York,2010-10-23,17.231542411320568,autumn
New York,2010-10-24,16.356280706983163,autumn
New York,2010-10-25,9.382906099434575,autumn
New York,2010-10-26,9.344431399225382,autumn
New York,2010-10-27,8.942402840408327,autumn
New York,2010-10-28,6.1201006726556155,autumn
New York,2010-10-29,12.466277978978642,autumn
New York,2010-10-30,18.472765946052473,autumn
New York,2010-10-31,12.177191576433655,autumn
New York,2010-11-01,20.103354537491967,autumn
New York,2010-11-02,17.59240056806661,autumn
New York,2010-11-03,16.02258555286226,autumn
New York,2010-11-04,9.329028518016967,autumn
New York,2010-11-05,16.594844179063838,autumn
New York,2010-11-06,11.816727608784918,autumn
New York,2010-11-07,19.94024435416493,autumn
New York,2010-11-08,23.77296694256581,autumn
New York,2010-11-09,15.736048040131978,autumn
New York,2010-11-10,14.428656222978233,autumn
New York,2010-11-11,15.624498384481349,autumn
New York,2010-11-12,11.05808842661419,autumn
New York,2010-11-13,6.727031927088166,autumn
New York,2010-11-14,13.630903634773954,autumn
New York,2010-11-15,11.701072462164335,autumn
New York,2010-11-16,14.331703906343444,autumn
New York,2010-11-17,15.608161663728565,autumn
New York,2010-11-18,8.343489198134455,autumn
New York,2010-11-19,19.467991749366412,autumn
New York,2010-11-20,19.31273139441268,autumn
New York,2010-11-21,9.982821496908652,autumn
New York,2010-11-22,15.301853333146468,autumn
New York,2010-11-23,13.84608914951147,autumn
New York,2010-11-24,18.688259852978536,autumn
New York,2010-11-25,16.381009799645142,autumn
New York,2010-11-26,11.389732259030946,autumn
New York,2010-11-27,13.90942693705165,autumn
New York,2010-11-28,16.20542143096688,autumn
New York,2010-11-29,14.742109757425323,autumn
New York,2010-11-30,9.139343374545627,autumn
New York,2010-12-01,-3.6042432475324433,winter
New York,2010-12-02,2.5033257677532172,winter
New York,2010-12-03,-7.31429798579571,winter
New York,2010-12-04,-2.6235203283894304,winter
New York,2010-12-05,-6.438762346632628,winter
New York,2010-12-06,10.870378693718187,winter
New York,2010-12-07,-6.9979294112417705,winter
New York,2010-12-08,-0.150733282012914,winter
New York,2010-12-09,7.376367409988916,winter
New York,2010-12-10,0.8093213500486238,winter
New York,2010-12-11,-0.3153600679738474,winter
New York,2010-12-12,6.242242634644796,winter
New York,2010-12-13,1.91303389462547,winter
New York,2010-12-14,-7.6157891804216185,winter
New York,2010-12-15,6.690042159769947,winter
New York,2010-12-16,-8.938107023613528,winter
New York,2010-12-17,1.514584488140453,winter
New York,2010-12-18,-6.05090465792771,winter
New York,2010-12-19,4.269104089864326,winter
New York,2010-12-20,-2.2313426075705745,winter
New York,2010-12-21,7.623321541568249,winter
New York,2010-12-22,-1.1640337756016337,winter
New York,2010-12-23,-0.3994637730279137,winter
New York,2010-12-24,2.553236790794391,winter
New York,2010-12-25,1.4818908060835305,winter
New York,2010-12-26,2.4308076562159,winter
New York,2010-12-27,-5.9458005908977585,winter
New York,2010-12-28,11.022453220703811,winter
New York,2010-12-29,4.5481937063658995,winter
New York,2010-12-30,-2.7986791053745517,winter
New York,2010-12-31,-4.359683552984717,winter
New York,2011-01-01,-1.0343206381278816,winter
New York,2011-01-02,-4.691280235256836,winter
New York,2011-01-03,0.01713670234480271,winter
New York,2011-01-04,-0.8169459860541112,winter
New York,2011-01-05,8.85564554158291,winter
New York,2011-01-06,-4.786138145525652,winter
New York,2011-01-07,0.2600175515217631,winter
New York,2011-01-08,-4.59787327133426,winter
New York,2011-01-09,0.45062843272354836,winter
New York,2011-01-10,5.869191857420667,winter
New York,2011-01-11,-3.4912224291777187,winter
New York,2011-01-12,0.20694860148334496,winter
New York,2011-01-13,1.7644660341773268,winter
New York,2011-01-14,0.6833134440545323,winter
New York,2011-01-15,-1.7657275034264588,winter
New York,2011-01-16,5.464432352606217,winter
New York,2011-01-17,2.043329382786576,winter
New York,2011-01-18,7.5534816773707565,winter
New York,2011-01-19,4.208698092811035,winter
New York,2011-01-20,-5.260336764882238,winter
New York,2011-01-21,5.641073240239743,winter
New York,2011-01-22,-11.43277408509234,winter
New York,2011-01-23,-2.3793548900737043,winter
New York,2011-01-24,-0.023219771097644743,winter
New York,2011-01-25,4.327763409514479,winter
New York,2011-01-26,8.504492103326603,winter
New York,2011-01-27,9.581723987274803,winter
New York,2011-01-28,1.8238014052990401,winter
New York,2011-01-29,1.9909734392827962,winter
New York,2011-01-30,-2.66645662976594,winter
New York,2011-01-31,3.246264768024952,winter
New York,2011-02-01,-1.7709921748515334,winter
New York,2011-02-02,3.272395503385151,winter
New York,2011-02-03,2.086947529274215,winter
New York,2011-02-04,4.446510663638483,winter
New York,2011-02-05,0.3692420441242693,winter
New York,2011-02-06,1.0019417685462682,winter
New York,2011-02-07,-1.85410266976792,winter
New York,2011-02-08,3.2734453269085635,winter
New York,2011-02-09,7.195118955468213,winter
New York,2011-02-10,0.1772281393623571,winter
New York,2011-02-11,1.1736739933328901,winter
New York,2011-02-12,1.0988070124357787,winter
New York,2011-02-13,-2.1316945143552943,winter
New York,2011-02-14,-0.42120387180252067,winter
New York,2011-02-15,-5.34260005302005,winter
New York,2011-02-16,14.834074093067764,winter
New York,2011-02-17,-2.694932262352891,winter
New York,2011-02-18,-2.793844731502757,winter
New York,2011-02-19,-3.9636375992414905,winter
New York,2011-02-20,-2.809198289722074,winter
New York,2011-02-21,2.883232160266692,winter
New York,2011-02-22,3.7911877109941505,winter
New York,2011-02-23,-4.365703437212922,winter
New York,2011-02-24,0.08096952501794895,winter
New York,2011-02-25,9.3222401134798,winter
New York,2011-02-26,-2.946306800961014,winter
New York,2011-02-27,8.144001012720425,winter
New York,2011-02-28,2.267715174707557,winter
New York,2011-03-01,10.121960546795584,spring
New York,2011-03-02,8.534900531556843,spring
New York,2011-03-03,9.179523190254947,spring
New York,2011-03-04,12.541576825794385,spring
New York,2011-03-05,13.50829798172978,spring
New York,2011-03-06,0.5410917440061382,spring
New York,2011-03-07,11.72009334334836,spring
New York,2011-03-08,1.2235119926280937,spring
New York,2011-03-09,1.164143842185597,spring
New York,2011-03-10,20.243225191793243,spring
New York,2011-03-11,15.196941642431545,spring
New York,2011-03-12,16.337623840608178,spring
New York,2011-03-13,6.108731854130317,spring
New York,2011-03-14,15.196298850849532,spring
